Delimiters (│) should align. [WIDE+VS15+W/VS]
│─│═══════════════════
│🕞︎│ 0x1F55E+0xFE0E
│🕟︎│ 0x1F55F+0xFE0E
│🕠︎│ 0x1F560+0xFE0E
│🕡︎│ 0x1F561+0xFE0E
│🕢︎│ 0x1F562+0xFE0E
│🕣︎│ 0x1F563+0xFE0E
│🕤︎│ 0x1F564+0xFE0E
│🕥︎│ 0x1F565+0xFE0E
│🕦︎│ 0x1F566+0xFE0E
│🕧︎│ 0x1F567+0xFE0E
│😐︎│ 0x1F610+0xFE0E
│🚇︎│ 0x1F687+0xFE0E
│🚍︎│ 0x1F68D+0xFE0E
│🚑︎│ 0x1F691+0xFE0E
│🚔︎│ 0x1F694+0xFE0E
│🚘︎│ 0x1F698+0xFE0E
│🚭︎│ 0x1F6AD+0xFE0E
│🚲︎│ 0x1F6B2+0xFE0E
│🚹︎│ 0x1F6B9+0xFE0E
│🚺︎│ 0x1F6BA+0xFE0E
│🚼︎│ 0x1F6BC+0xFE0E
